period,year,month,carrier,technology,lines
2023.05,2023,5,KT,FTTH,6107357
2023.05,2023,5,SK브로드밴드,xDSL,47394
2023.05,2023,5,SK브로드밴드,LAN,1709517
2023.05,2023,5,SK브로드밴드,HFC,662734
2023.05,2023,5,SK브로드밴드,FTTH,1010821
2023.05,2023,5,SKT(재판매),xDSL,68591
2023.05,2023,5,SKT(재판매),LAN,1915250
2023.05,2023,5,SKT(재판매),HFC,248561
2023.05,2023,5,SKT(재판매),FTTH,1129477
2023.05,2023,5,LG U+,xDSL,0
2023.05,2023,5,LG U+,LAN,2371603
2023.05,2023,5,LG U+,HFC,290724
2023.05,2023,5,LG U+,FTTH,2363474
2023.05,2023,5,종합유선,xDSL,9762
2023.05,2023,5,종합유선,LAN,830742
2023.05,2023,5,종합유선,HFC,1090764
2023.05,2023,5,종합유선,FTTH,236010
2023.05,2023,5,기타,xDSL,58
2023.05,2023,5,기타,LAN,8360
2023.05,2023,5,기타,HFC,1445
2023.05,2023,5,기타,FTTH,3059
2023.06,2023,6,합계,xDSL,379410
2023.06,2023,6,합계,LAN,10290884
2023.06,2023,6,합계,HFC,2270090
2023.06,2023,6,합계,FTTH,10907294
2023.06,2023,6,KT,xDSL,254869
2023.06,2023,6,KT,LAN,3434997
2023.06,2023,6,KT,HFC,0
2023.06,2023,6,KT,FTTH,6122027
2023.06,2023,6,SK브로드밴드,xDSL,46988
2023.06,2023,6,SK브로드밴드,LAN,1717205
2023.06,2023,6,SK브로드밴드,HFC,656355
2023.06,2023,6,SK브로드밴드,FTTH,1019491
2023.06,2023,6,SKT(재판매),xDSL,67960
2023.06,2023,6,SKT(재판매),LAN,1919604
2023.06,2023,6,SKT(재판매),HFC,246078
2023.06,2023,6,SKT(재판매),FTTH,1136679
2023.06,2023,6,LG U+,xDSL,0
2023.06,2023,6,LG U+,LAN,2376945
2023.06,2023,6,LG U+,HFC,279232
2023.06,2023,6,LG U+,FTTH,2386653
2023.06,2023,6,종합유선,xDSL,9535
2023.06,2023,6,종합유선,LAN,833724
2023.06,2023,6,종합유선,HFC,1086941
2023.06,2023,6,종합유선,FTTH,239379
2023.06,2023,6,기타,xDSL,58
2023.06,2023,6,기타,LAN,8409
2023.06,2023,6,기타,HFC,1484
2023.06,2023,6,기타,FTTH,3065
2023.07,2023,7,합계,xDSL,375623
2023.07,2023,7,합계,LAN,10310814
2023.07,2023,7,합계,HFC,2249665
2023.07,2023,7,합계,FTTH,10959638
2023.07,2023,7,KT,xDSL,252430
2023.07,2023,7,KT,LAN,3433660
2023.07,2023,7,KT,HFC,0
2023.07,2023,7,KT,FTTH,6131259
2023.07,2023,7,SK브로드밴드,xDSL,46631
2023.07,2023,7,SK브로드밴드,LAN,1725200
2023.07,2023,7,SK브로드밴드,HFC,650233
2023.07,2023,7,SK브로드밴드,FTTH,1027135
2023.07,2023,7,SKT(재판매),xDSL,67250
2023.07,2023,7,SKT(재판매),LAN,1924306
2023.07,2023,7,SKT(재판매),HFC,244574
2023.07,2023,7,SKT(재판매),FTTH,1142920
2023.07,2023,7,LG U+,xDSL,0
2023.07,2023,7,LG U+,LAN,2383679
2023.07,2023,7,LG U+,HFC,270118
2023.07,2023,7,LG U+,FTTH,2413164
2023.07,2023,7,종합유선,xDSL,9254
2023.07,2023,7,종합유선,LAN,835584
2023.07,2023,7,종합유선,HFC,1083256
2023.07,2023,7,종합유선,FTTH,242060
2023.07,2023,7,기타,xDSL,58
2023.07,2023,7,기타,LAN,8385
2023.07,2023,7,기타,HFC,1484
2023.07,2023,7,기타,FTTH,3100
2023.08,2023,8,합계,xDSL,369620
2023.08,2023,8,합계,LAN,10325416
2023.08,2023,8,합계,HFC,2231166
2023.08,2023,8,합계,FTTH,10992157
2023.08,2023,8,KT,xDSL,247900
2023.08,2023,8,KT,LAN,3426575
2023.08,2023,8,KT,HFC,0
2023.08,2023,8,KT,FTTH,6124434
2023.08,2023,8,SK브로드밴드,xDSL,46154
2023.08,2023,8,SK브로드밴드,LAN,1732971
2023.08,2023,8,SK브로드밴드,HFC,644833
2023.08,2023,8,SK브로드밴드,FTTH,1034830
2023.08,2023,8,SKT(재판매),xDSL,66460
2023.08,2023,8,SKT(재판매),LAN,1929730
2023.08,2023,8,SKT(재판매),HFC,243357
2023.08,2023,8,SKT(재판매),FTTH,1149249
2023.08,2023,8,LG U+,xDSL,0
2023.08,2023,8,LG U+,LAN,2392013
2023.08,2023,8,LG U+,HFC,261937
2023.08,2023,8,LG U+,FTTH,2436611
2023.08,2023,8,종합유선,xDSL,9048
2023.08,2023,8,종합유선,LAN,835738
2023.08,2023,8,종합유선,HFC,1079555
2023.08,2023,8,종합유선,FTTH,243977
2023.08,2023,8,기타,xDSL,58
2023.08,2023,8,기타,LAN,8389
2023.08,2023,8,기타,HFC,1484
2023.08,2023,8,기타,FTTH,3056
2023.09,2023,9,합계,xDSL,366309
2023.09,2023,9,합계,LAN,10349971
2023.09,2023,9,합계,HFC,2214028
2023.09,2023,9,합계,FTTH,11047346
2023.09,2023,9,KT,xDSL,246058
2023.09,2023,9,KT,LAN,3426486
2023.09,2023,9,KT,HFC,0
2023.09,2023,9,KT,FTTH,6137731
2023.09,2023,9,SK브로드밴드,xDSL,45695
2023.09,2023,9,SK브로드밴드,LAN,1742509
2023.09,2023,9,SK브로드밴드,HFC,640378
2023.09,2023,9,SK브로드밴드,FTTH,1044900
2023.09,2023,9,SKT(재판매),xDSL,65708
2023.09,2023,9,SKT(재판매),LAN,1934486
2023.09,2023,9,SKT(재판매),HFC,242179
2023.09,2023,9,SKT(재판매),FTTH,1154864
2023.09,2023,9,LG U+,xDSL,0
2023.09,2023,9,LG U+,LAN,2399077
2023.09,2023,9,LG U+,HFC,253186
2023.09,2023,9,LG U+,FTTH,2459926
2023.09,2023,9,종합유선,xDSL,8838
2023.09,2023,9,종합유선,LAN,838999
2023.09,2023,9,종합유선,HFC,1076799
2023.09,2023,9,종합유선,FTTH,246872
2023.09,2023,9,기타,xDSL,10
2023.09,2023,9,기타,LAN,8414
2023.09,2023,9,기타,HFC,1486
2023.09,2023,9,기타,FTTH,3053
2023.10,2023,10,합계,xDSL,362931
2023.10,2023,10,합계,LAN,10368670
2023.10,2023,10,합계,HFC,2198873
2023.10,2023,10,합계,FTTH,11094936
2023.10,2023,10,KT,xDSL,244060
2023.10,2023,10,KT,LAN,3424167
2023.10,2023,10,KT,HFC,0
2023.10,2023,10,KT,FTTH,6148157
2023.10,2023,10,SK브로드밴드,xDSL,45174
2023.10,2023,10,SK브로드밴드,LAN,1748601
2023.10,2023,10,SK브로드밴드,HFC,636056
2023.10,2023,10,SK브로드밴드,FTTH,1053265
2023.10,2023,10,SKT(재판매),xDSL,65037
2023.10,2023,10,SKT(재판매),LAN,1939500
2023.10,2023,10,SKT(재판매),HFC,241017
2023.10,2023,10,SKT(재판매),FTTH,1161383
2023.10,2023,10,LG U+,xDSL,0
2023.10,2023,10,LG U+,LAN,2407226
2023.10,2023,10,LG U+,HFC,246743
2023.10,2023,10,LG U+,FTTH,2479014
2023.10,2023,10,종합유선,xDSL,8651
2023.10,2023,10,종합유선,LAN,840750
2023.10,2023,10,종합유선,HFC,1073569
2023.10,2023,10,종합유선,FTTH,250056
2023.10,2023,10,기타,xDSL,9
2023.10,2023,10,기타,LAN,8426
2023.10,2023,10,기타,HFC,1488
2023.10,2023,10,기타,FTTH,3061
2023.11,2023,11,합계,xDSL,359235
2023.11,2023,11,합계,LAN,10385063
2023.11,2023,11,합계,HFC,2179555
2023.11,2023,11,합계,FTTH,11143873
2023.11,2023,11,KT,xDSL,241866
2023.11,2023,11,KT,LAN,3422907
2023.11,2023,11,KT,HFC,0
2023.11,2023,11,KT,FTTH,6159209
2023.11,2023,11,SK브로드밴드,xDSL,44679
2023.11,2023,11,SK브로드밴드,LAN,1755158
2023.11,2023,11,SK브로드밴드,HFC,630597
2023.11,2023,11,SK브로드밴드,FTTH,1062367
2023.11,2023,11,SKT(재판매),xDSL,64239
2023.11,2023,11,SKT(재판매),LAN,1944601
2023.11,2023,11,SKT(재판매),HFC,239712
2023.11,2023,11,SKT(재판매),FTTH,1168060
2023.11,2023,11,LG U+,xDSL,0
2023.11,2023,11,LG U+,LAN,2411544
2023.11,2023,11,LG U+,HFC,238796
2023.11,2023,11,LG U+,FTTH,2498455
2023.11,2023,11,종합유선,xDSL,8443
2023.11,2023,11,종합유선,LAN,842409
2023.11,2023,11,종합유선,HFC,1068962
2023.11,2023,11,종합유선,FTTH,252676
2023.11,2023,11,기타,xDSL,8
2023.11,2023,11,기타,LAN,8444
2023.11,2023,11,기타,HFC,1488
2023.11,2023,11,기타,FTTH,3106
2023.12,2023,12,합계,xDSL,355364
2023.12,2023,12,합계,LAN,10398987
2023.12,2023,12,합계,HFC,2160343
2023.12,2023,12,합계,FTTH,11183470
2023.12,2023,12,KT,xDSL,239474
2023.12,2023,12,KT,LAN,3422757
2023.12,2023,12,KT,HFC,0
2023.12,2023,12,KT,FTTH,6164849
2023.12,2023,12,SK브로드밴드,xDSL,44268
2023.12,2023,12,SK브로드밴드,LAN,1762035
2023.12,2023,12,SK브로드밴드,HFC,625428
2023.12,2023,12,SK브로드밴드,FTTH,1069729
2023.12,2023,12,SKT(재판매),xDSL,63508
2023.12,2023,12,SKT(재판매),LAN,1948742
2023.12,2023,12,SKT(재판매),HFC,238397
2023.12,2023,12,SKT(재판매),FTTH,1173691
2023.12,2023,12,LG U+,xDSL,0
2023.12,2023,12,LG U+,LAN,2413999
2023.12,2023,12,LG U+,HFC,230846
2023.12,2023,12,LG U+,FTTH,2516329
2023.12,2023,12,종합유선,xDSL,8106
2023.12,2023,12,종합유선,LAN,842866
2023.12,2023,12,종합유선,HFC,1064184
2023.12,2023,12,종합유선,FTTH,255669
2023.12,2023,12,기타,xDSL,8
2023.12,2023,12,기타,LAN,8588
2023.12,2023,12,기타,HFC,1488
2023.12,2023,12,기타,FTTH,3203
2024.01,2024,1,합계,xDSL,351561
2024.01,2024,1,합계,LAN,10391309
2024.01,2024,1,합계,HFC,2142211
2024.01,2024,1,합계,FTTH,11253997
2024.01,2024,1,KT,xDSL,237119
2024.01,2024,1,KT,LAN,3423127
2024.01,2024,1,KT,HFC,0
2024.01,2024,1,KT,FTTH,6174380
2024.01,2024,1,SK브로드밴드,xDSL,43860
2024.01,2024,1,SK브로드밴드,LAN,1770566
2024.01,2024,1,SK브로드밴드,HFC,619797
2024.01,2024,1,SK브로드밴드,FTTH,1078184
2024.01,2024,1,SKT(재판매),xDSL,62715
2024.01,2024,1,SKT(재판매),LAN,1953981
2024.01,2024,1,SKT(재판매),HFC,236383
2024.01,2024,1,SKT(재판매),FTTH,1180828
2024.01,2024,1,LG U+,xDSL,0
2024.01,2024,1,LG U+,LAN,2417092
2024.01,2024,1,LG U+,HFC,224955
2024.01,2024,1,LG U+,FTTH,2531663
2024.01,2024,1,종합유선,xDSL,7859
2024.01,2024,1,종합유선,LAN,817905
2024.01,2024,1,종합유선,HFC,1059628
2024.01,2024,1,종합유선,FTTH,285719
2024.01,2024,1,기타,xDSL,8
2024.01,2024,1,기타,LAN,8638
2024.01,2024,1,기타,HFC,1448
2024.01,2024,1,기타,FTTH,3223
2024.02,2024,2,합계,xDSL,348801
2024.02,2024,2,합계,LAN,10386284
2024.02,2024,2,합계,HFC,2122203
2024.02,2024,2,합계,FTTH,11334827
2024.02,2024,2,KT,xDSL,235222
2024.02,2024,2,KT,LAN,3424725
2024.02,2024,2,KT,HFC,0
2024.02,2024,2,KT,FTTH,6183225
2024.02,2024,2,SK브로드밴드,xDSL,43826
2024.02,2024,2,SK브로드밴드,LAN,1778432
2024.02,2024,2,SK브로드밴드,HFC,614868
2024.02,2024,2,SK브로드밴드,FTTH,1087116
2024.02,2024,2,SKT(재판매),xDSL,62204
2024.02,2024,2,SKT(재판매),LAN,1958591
2024.02,2024,2,SKT(재판매),HFC,233947
2024.02,2024,2,SKT(재판매),FTTH,1188116
2024.02,2024,2,LG U+,xDSL,0
2024.02,2024,2,LG U+,LAN,2426652
2024.02,2024,2,LG U+,HFC,217081
2024.02,2024,2,LG U+,FTTH,2553896
2024.02,2024,2,종합유선,xDSL,7541
2024.02,2024,2,종합유선,LAN,789229
2024.02,2024,2,종합유선,HFC,1054865
2024.02,2024,2,종합유선,FTTH,319232
2024.02,2024,2,기타,xDSL,8
2024.02,2024,2,기타,LAN,8655
2024.02,2024,2,기타,HFC,1442
2024.02,2024,2,기타,FTTH,3242
2024.03,2024,3,합계,xDSL,345992
2024.03,2024,3,합계,LAN,10415459
2024.03,2024,3,합계,HFC,2103891
2024.03,2024,3,합계,FTTH,11389318
2024.03,2024,3,KT,xDSL,233033
2024.03,2024,3,KT,LAN,3429580
2024.03,2024,3,KT,HFC,0
2024.03,2024,3,KT,FTTH,6199126
2024.03,2024,3,SK브로드밴드,xDSL,44026
2024.03,2024,3,SK브로드밴드,LAN,1786899
2024.03,2024,3,SK브로드밴드,HFC,609774
2024.03,2024,3,SK브로드밴드,FTTH,1096443
2024.03,2024,3,SKT(재판매),xDSL,61635
2024.03,2024,3,SKT(재판매),LAN,1964174
2024.03,2024,3,SKT(재판매),HFC,231371
2024.03,2024,3,SKT(재판매),FTTH,1195745
2024.03,2024,3,LG U+,xDSL,0
2024.03,2024,3,LG U+,LAN,2434348
2024.03,2024,3,LG U+,HFC,210954
2024.03,2024,3,LG U+,FTTH,2572897
2024.03,2024,3,종합유선,xDSL,7290
2024.03,2024,3,종합유선,LAN,791768
2024.03,2024,3,종합유선,HFC,1050361
2024.03,2024,3,종합유선,FTTH,321874
2024.03,2024,3,기타,xDSL,8
2024.03,2024,3,기타,LAN,8690
2024.03,2024,3,기타,HFC,1431
2024.03,2024,3,기타,FTTH,3233
2024.04,2024,4,합계,xDSL,342530
2024.04,2024,4,합계,LAN,10439337
2024.04,2024,4,합계,HFC,2097461
2024.04,2024,4,합계,FTTH,11439048
2024.04,2024,4,KT,xDSL,230163
2024.04,2024,4,KT,LAN,3432173
2024.04,2024,4,KT,HFC,0
2024.04,2024,4,KT,FTTH,6210905
2024.04,2024,4,SK브로드밴드,xDSL,44254
2024.04,2024,4,SK브로드밴드,LAN,1794607
2024.04,2024,4,SK브로드밴드,HFC,604171
2024.04,2024,4,SK브로드밴드,FTTH,1104535
2024.04,2024,4,SKT(재판매),xDSL,61103
2024.04,2024,4,SKT(재판매),LAN,1969906
2024.04,2024,4,SKT(재판매),HFC,228376
2024.04,2024,4,SKT(재판매),FTTH,1203355
2024.04,2024,4,LG U+,xDSL,0
2024.04,2024,4,LG U+,LAN,2438562
2024.04,2024,4,LG U+,HFC,202888
2024.04,2024,4,LG U+,FTTH,2592322
2024.04,2024,4,종합유선,xDSL,7002
2024.04,2024,4,종합유선,LAN,795393
2024.04,2024,4,종합유선,HFC,1060595
2024.04,2024,4,종합유선,FTTH,324684
2024.04,2024,4,기타,xDSL,8
2024.04,2024,4,기타,LAN,8696
2024.04,2024,4,기타,HFC,1431
2024.04,2024,4,기타,FTTH,3247
2024.05,2024,5,합계,xDSL,339287
2024.05,2024,5,합계,LAN,10463519
2024.05,2024,5,합계,HFC,2098546
2024.05,2024,5,합계,FTTH,11490127
2024.05,2024,5,KT,xDSL,227689
2024.05,2024,5,KT,LAN,3434518
2024.05,2024,5,KT,HFC,0
2024.05,2024,5,KT,FTTH,6224269
2024.05,2024,5,SK브로드밴드,xDSL,44360
2024.05,2024,5,SK브로드밴드,LAN,1802167
2024.05,2024,5,SK브로드밴드,HFC,598231
2024.05,2024,5,SK브로드밴드,FTTH,1112362
2024.05,2024,5,SKT(재판매),xDSL,60504
2024.05,2024,5,SKT(재판매),LAN,1975178
2024.05,2024,5,SKT(재판매),HFC,225454
2024.05,2024,5,SKT(재판매),FTTH,1210755
2024.05,2024,5,LG U+,xDSL,0
2024.05,2024,5,LG U+,LAN,2445795
2024.05,2024,5,LG U+,HFC,196491
2024.05,2024,5,LG U+,FTTH,2610779
2024.05,2024,5,종합유선,xDSL,6726
2024.05,2024,5,종합유선,LAN,797135
2024.05,2024,5,종합유선,HFC,1076941
2024.05,2024,5,종합유선,FTTH,328712
2024.05,2024,5,기타,xDSL,8
2024.05,2024,5,기타,LAN,8726
2024.05,2024,5,기타,HFC,1429
2024.05,2024,5,기타,FTTH,3250
2024.06,2024,6,합계,xDSL,335457
2024.06,2024,6,합계,LAN,10486226
2024.06,2024,6,합계,HFC,2116768
2024.06,2024,6,합계,FTTH,11540829
2024.06,2024,6,KT,xDSL,225028
2024.06,2024,6,KT,LAN,3436379
2024.06,2024,6,KT,HFC,0
2024.06,2024,6,KT,FTTH,6237347
2024.06,2024,6,SK브로드밴드,xDSL,44092
2024.06,2024,6,SK브로드밴드,LAN,1809082
2024.06,2024,6,SK브로드밴드,HFC,592627
2024.06,2024,6,SK브로드밴드,FTTH,1121356
2024.06,2024,6,SKT(재판매),xDSL,59944
2024.06,2024,6,SKT(재판매),LAN,1980373
2024.06,2024,6,SKT(재판매),HFC,222660
2024.06,2024,6,SKT(재판매),FTTH,1217848
2024.06,2024,6,LG U+,xDSL,0
2024.06,2024,6,LG U+,LAN,2451305
2024.06,2024,6,LG U+,HFC,190591
2024.06,2024,6,LG U+,FTTH,2627343
2024.06,2024,6,종합유선,xDSL,6385
2024.06,2024,6,종합유선,LAN,800594
2024.06,2024,6,종합유선,HFC,1109538
2024.06,2024,6,종합유선,FTTH,333670
2024.06,2024,6,기타,xDSL,8
2024.06,2024,6,기타,LAN,8493
2024.06,2024,6,기타,HFC,1352
2024.06,2024,6,기타,FTTH,3265
2024.07,2024,7,합계,xDSL,330999
2024.07,2024,7,합계,LAN,10506191
2024.07,2024,7,합계,HFC,2083238
2024.07,2024,7,합계,FTTH,11585062
2024.07,2024,7,KT,xDSL,221852
2024.07,2024,7,KT,LAN,3437036
2024.07,2024,7,KT,HFC,0
2024.07,2024,7,KT,FTTH,6248070
2024.07,2024,7,SK브로드밴드,xDSL,43797
2024.07,2024,7,SK브로드밴드,LAN,1817060
2024.07,2024,7,SK브로드밴드,HFC,588353
2024.07,2024,7,SK브로드밴드,FTTH,1130247
2024.07,2024,7,SKT(재판매),xDSL,59335
2024.07,2024,7,SKT(재판매),LAN,1985687
2024.07,2024,7,SKT(재판매),HFC,220747
2024.07,2024,7,SKT(재판매),FTTH,1225236
2024.07,2024,7,LG U+,xDSL,0
2024.07,2024,7,LG U+,LAN,2455527
2024.07,2024,7,LG U+,HFC,185433
2024.07,2024,7,LG U+,FTTH,2642716
2024.07,2024,7,종합유선,xDSL,6007
2024.07,2024,7,종합유선,LAN,802342
2024.07,2024,7,종합유선,HFC,1087385
2024.07,2024,7,종합유선,FTTH,335517
2024.07,2024,7,기타,xDSL,8
2024.07,2024,7,기타,LAN,8539
2024.07,2024,7,기타,HFC,1320
2024.07,2024,7,기타,FTTH,3276
2024.08,2024,8,합계,xDSL,326851
2024.08,2024,8,합계,LAN,10531904
2024.08,2024,8,합계,HFC,2068517
2024.08,2024,8,합계,FTTH,11626927
2024.08,2024,8,KT,xDSL,218942
2024.08,2024,8,KT,LAN,3440798
2024.08,2024,8,KT,HFC,0
2024.08,2024,8,KT,FTTH,6258637
2024.08,2024,8,SK브로드밴드,xDSL,43522
2024.08,2024,8,SK브로드밴드,LAN,1825183
2024.08,2024,8,SK브로드밴드,HFC,583996
2024.08,2024,8,SK브로드밴드,FTTH,1139052
2024.08,2024,8,SKT(재판매),xDSL,58754
2024.08,2024,8,SKT(재판매),LAN,1991255
2024.08,2024,8,SKT(재판매),HFC,219307
2024.08,2024,8,SKT(재판매),FTTH,1231875
2024.08,2024,8,LG U+,xDSL,0
2024.08,2024,8,LG U+,LAN,2461903
2024.08,2024,8,LG U+,HFC,182066
2024.08,2024,8,LG U+,FTTH,2656601
2024.08,2024,8,종합유선,xDSL,5625
2024.08,2024,8,종합유선,LAN,804212
2024.08,2024,8,종합유선,HFC,1081841
2024.08,2024,8,종합유선,FTTH,337483
2024.08,2024,8,기타,xDSL,8
2024.08,2024,8,기타,LAN,8553
2024.08,2024,8,기타,HFC,1307
2024.08,2024,8,기타,FTTH,3279
2024.09,2024,9,합계,xDSL,323176
2024.09,2024,9,합계,LAN,10554171
2024.09,2024,9,합계,HFC,2066170
2024.09,2024,9,합계,FTTH,11662324
2024.09,2024,9,KT,xDSL,216335
2024.09,2024,9,KT,LAN,3443954
2024.09,2024,9,KT,HFC,0
2024.09,2024,9,KT,FTTH,6267705
2024.09,2024,9,SK브로드밴드,xDSL,43380
2024.09,2024,9,SK브로드밴드,LAN,1833186
2024.09,2024,9,SK브로드밴드,HFC,580441
2024.09,2024,9,SK브로드밴드,FTTH,1146216
2024.09,2024,9,SKT(재판매),xDSL,58223
2024.09,2024,9,SKT(재판매),LAN,1996374
2024.09,2024,9,SKT(재판매),HFC,218214
2024.09,2024,9,SKT(재판매),FTTH,1236943
2024.09,2024,9,LG U+,xDSL,0
2024.09,2024,9,LG U+,LAN,2466264
2024.09,2024,9,LG U+,HFC,179162
2024.09,2024,9,LG U+,FTTH,2667830
2024.09,2024,9,종합유선,xDSL,5230
2024.09,2024,9,종합유선,LAN,805872
2024.09,2024,9,종합유선,HFC,1087046
2024.09,2024,9,종합유선,FTTH,340360
2024.09,2024,9,기타,xDSL,8
2024.09,2024,9,기타,LAN,8521
2024.09,2024,9,기타,HFC,1307
2024.09,2024,9,기타,FTTH,3270
2024.10,2024,10,합계,xDSL,319156
2024.10,2024,10,합계,LAN,10574011
2024.10,2024,10,합계,HFC,2053131
2024.10,2024,10,합계,FTTH,11701948
2024.10,2024,10,KT,xDSL,213509
2024.10,2024,10,KT,LAN,3446662
2024.10,2024,10,KT,HFC,0
2024.10,2024,10,KT,FTTH,6278311
2024.10,2024,10,SK브로드밴드,xDSL,43071
2024.10,2024,10,SK브로드밴드,LAN,1838910
2024.10,2024,10,SK브로드밴드,HFC,576299
2024.10,2024,10,SK브로드밴드,FTTH,1153161
2024.10,2024,10,SKT(재판매),xDSL,57617
2024.10,2024,10,SKT(재판매),LAN,2001311
2024.10,2024,10,SKT(재판매),HFC,216876
2024.10,2024,10,SKT(재판매),FTTH,1243158
2024.10,2024,10,LG U+,xDSL,0
2024.10,2024,10,LG U+,LAN,2470440
2024.10,2024,10,LG U+,HFC,176670
2024.10,2024,10,LG U+,FTTH,2680872
2024.10,2024,10,종합유선,xDSL,4951
2024.10,2024,10,종합유선,LAN,808142
2024.10,2024,10,종합유선,HFC,1081979
2024.10,2024,10,종합유선,FTTH,343191
2024.10,2024,10,기타,xDSL,8
2024.10,2024,10,기타,LAN,8546
2024.10,2024,10,기타,HFC,1307
2024.10,2024,10,기타,FTTH,3255
2024.11,2024,11,합계,xDSL,315968
2024.11,2024,11,합계,LAN,10594357
2024.11,2024,11,합계,HFC,2041793
2024.11,2024,11,합계,FTTH,11738607
2024.11,2024,11,KT,xDSL,211597
2024.11,2024,11,KT,LAN,3449484
2024.11,2024,11,KT,HFC,0
2024.11,2024,11,KT,FTTH,6287839
2024.11,2024,11,SK브로드밴드,xDSL,42769
2024.11,2024,11,SK브로드밴드,LAN,1843840
2024.11,2024,11,SK브로드밴드,HFC,572128
2024.11,2024,11,SK브로드밴드,FTTH,1159477
2024.11,2024,11,SKT(재판매),xDSL,56955
2024.11,2024,11,SKT(재판매),LAN,2006245
2024.11,2024,11,SKT(재판매),HFC,215545
2024.11,2024,11,SKT(재판매),FTTH,1249013
2024.11,2024,11,LG U+,xDSL,0
2024.11,2024,11,LG U+,LAN,2475154
2024.11,2024,11,LG U+,HFC,173475
2024.11,2024,11,LG U+,FTTH,2693096
2024.11,2024,11,종합유선,xDSL,4640
2024.11,2024,11,종합유선,LAN,810889
2024.11,2024,11,종합유선,HFC,1079338
2024.11,2024,11,종합유선,FTTH,345926
2024.11,2024,11,기타,xDSL,7
2024.11,2024,11,기타,LAN,8745
2024.11,2024,11,기타,HFC,1307
2024.11,2024,11,기타,FTTH,3256
2024.12,2024,12,합계,xDSL,313046
2024.12,2024,12,합계,LAN,10609719
2024.12,2024,12,합계,HFC,2027593
2024.12,2024,12,합계,FTTH,11771424
2024.12,2024,12,KT,xDSL,209884
2024.12,2024,12,KT,LAN,3451826
2024.12,2024,12,KT,HFC,0
2024.12,2024,12,KT,FTTH,6294638
2024.12,2024,12,SK브로드밴드,xDSL,42392
2024.12,2024,12,SK브로드밴드,LAN,1847545
2024.12,2024,12,SK브로드밴드,HFC,565137
2024.12,2024,12,SK브로드밴드,FTTH,1165303
2024.12,2024,12,SKT(재판매),xDSL,56390
2024.12,2024,12,SKT(재판매),LAN,2010759
2024.12,2024,12,SKT(재판매),HFC,214324
2024.12,2024,12,SKT(재판매),FTTH,1254552
2024.12,2024,12,LG U+,xDSL,0
2024.12,2024,12,LG U+,LAN,2478329
2024.12,2024,12,LG U+,HFC,169758
2024.12,2024,12,LG U+,FTTH,2705381
2024.12,2024,12,종합유선,xDSL,4373
2024.12,2024,12,종합유선,LAN,812475
2024.12,2024,12,종합유선,HFC,1077160
2024.12,2024,12,종합유선,FTTH,348280
2024.12,2024,12,기타,xDSL,7
2024.12,2024,12,기타,LAN,8785
2024.12,2024,12,기타,HFC,1214
2024.12,2024,12,기타,FTTH,3270
2025.01,2025,1,합계,xDSL,311617
2025.01,2025,1,합계,LAN,10630516
2025.01,2025,1,합계,HFC,2019597
2025.01,2025,1,합계,FTTH,11800762
2025.01,2025,1,KT,xDSL,208491
2025.01,2025,1,KT,LAN,3453504
2025.01,2025,1,KT,HFC,0
2025.01,2025,1,KT,FTTH,6299072
2025.01,2025,1,SK브로드밴드,xDSL,42131
2025.01,2025,1,SK브로드밴드,LAN,1853935
2025.01,2025,1,SK브로드밴드,HFC,561558
2025.01,2025,1,SK브로드밴드,FTTH,1172078
2025.01,2025,1,SKT(재판매),xDSL,55963
2025.01,2025,1,SKT(재판매),LAN,2016218
2025.01,2025,1,SKT(재판매),HFC,213382
2025.01,2025,1,SKT(재판매),FTTH,1260549
2025.01,2025,1,LG U+,xDSL,0
2025.01,2025,1,LG U+,LAN,2483234
2025.01,2025,1,LG U+,HFC,166989
2025.01,2025,1,LG U+,FTTH,2715173
2025.01,2025,1,종합유선,xDSL,4019
2025.01,2025,1,종합유선,LAN,814709
2025.01,2025,1,종합유선,HFC,1076454
2025.01,2025,1,종합유선,FTTH,350623
2025.01,2025,1,기타,xDSL,1013
2025.01,2025,1,기타,LAN,8916
2025.01,2025,1,기타,HFC,1214
2025.01,2025,1,기타,FTTH,3267
2025.02,2025,2,합계,xDSL,309361
2025.02,2025,2,합계,LAN,10654443
2025.02,2025,2,합계,HFC,2006392
2025.02,2025,2,합계,FTTH,11839120
2025.02,2025,2,KT,xDSL,207121
2025.02,2025,2,KT,LAN,3457823
2025.02,2025,2,KT,HFC,0
2025.02,2025,2,KT,FTTH,6306697
2025.02,2025,2,SK브로드밴드,xDSL,42028
2025.02,2025,2,SK브로드밴드,LAN,1860831
2025.02,2025,2,SK브로드밴드,HFC,557879
2025.02,2025,2,SK브로드밴드,FTTH,1180298
2025.02,2025,2,SKT(재판매),xDSL,55363
2025.02,2025,2,SKT(재판매),LAN,2021384
2025.02,2025,2,SKT(재판매),HFC,212239
2025.02,2025,2,SKT(재판매),FTTH,1267308
2025.02,2025,2,LG U+,xDSL,0
2025.02,2025,2,LG U+,LAN,2488275
2025.02,2025,2,LG U+,HFC,163129
2025.02,2025,2,LG U+,FTTH,2728217
2025.02,2025,2,종합유선,xDSL,3843
2025.02,2025,2,종합유선,LAN,817108
2025.02,2025,2,종합유선,HFC,1071931
2025.02,2025,2,종합유선,FTTH,353308
2025.02,2025,2,기타,xDSL,1006
2025.02,2025,2,기타,LAN,9022
2025.02,2025,2,기타,HFC,1214
