period,year,month,carrier,technology,lines
2019.09,2019,9,종합유선,xDSL,17348
2019.09,2019,9,종합유선,LAN,973205
2019.09,2019,9,종합유선,HFC,1898996
2019.09,2019,9,종합유선,FTTH,168771
2019.09,2019,9,기타,xDSL,450
2019.09,2019,9,기타,LAN,10885
2019.09,2019,9,기타,HFC,2617
2019.09,2019,9,기타,FTTH,3109
2019.10,2019,10,합계,xDSL,608768
2019.10,2019,10,합계,LAN,9011957
2019.10,2019,10,합계,HFC,3226374
2019.10,2019,10,합계,FTTH,8821584
2019.10,2019,10,KT,xDSL,416883
2019.10,2019,10,KT,LAN,3300953
2019.10,2019,10,KT,HFC,0
2019.10,2019,10,KT,FTTH,5207864
2019.10,2019,10,SK브로드밴드,xDSL,70639
2019.10,2019,10,SK브로드밴드,LAN,1065202
2019.10,2019,10,SK브로드밴드,HFC,320271
2019.10,2019,10,SK브로드밴드,FTTH,979244
2019.10,2019,10,SKT(재판매),xDSL,103957
2019.10,2019,10,SKT(재판매),LAN,1534907
2019.10,2019,10,SKT(재판매),HFC,364830
2019.10,2019,10,SKT(재판매),FTTH,997618
2019.10,2019,10,LG U+,xDSL,0
2019.10,2019,10,LG U+,LAN,2129504
2019.10,2019,10,LG U+,HFC,650692
2019.10,2019,10,LG U+,FTTH,1461763
2019.10,2019,10,종합유선,xDSL,16839
2019.10,2019,10,종합유선,LAN,970910
2019.10,2019,10,종합유선,HFC,1888003
2019.10,2019,10,종합유선,FTTH,171985
2019.10,2019,10,기타,xDSL,450
2019.10,2019,10,기타,LAN,10481
2019.10,2019,10,기타,HFC,2578
2019.10,2019,10,기타,FTTH,3110
2019.11,2019,11,합계,xDSL,602071
2019.11,2019,11,합계,LAN,9047539
2019.11,2019,11,합계,HFC,3200682
2019.11,2019,11,합계,FTTH,8876165
2019.11,2019,11,KT,xDSL,412363
2019.11,2019,11,KT,LAN,3309493
2019.11,2019,11,KT,HFC,0
2019.11,2019,11,KT,FTTH,5227658
2019.11,2019,11,SK브로드밴드,xDSL,69748
2019.11,2019,11,SK브로드밴드,LAN,1070528
2019.11,2019,11,SK브로드밴드,HFC,314733
2019.11,2019,11,SK브로드밴드,FTTH,983522
2019.11,2019,11,SKT(재판매),xDSL,102874
2019.11,2019,11,SKT(재판매),LAN,1546024
2019.11,2019,11,SKT(재판매),HFC,361176
2019.11,2019,11,SKT(재판매),FTTH,1004936
2019.11,2019,11,LG U+,xDSL,0
2019.11,2019,11,LG U+,LAN,2140257
2019.11,2019,11,LG U+,HFC,642530
2019.11,2019,11,LG U+,FTTH,1483609
2019.11,2019,11,종합유선,xDSL,16636
2019.11,2019,11,종합유선,LAN,970882
2019.11,2019,11,종합유선,HFC,1879499
2019.11,2019,11,종합유선,FTTH,173289
2019.11,2019,11,기타,xDSL,450
2019.11,2019,11,기타,LAN,10355
2019.11,2019,11,기타,HFC,2744
2019.11,2019,11,기타,FTTH,3151
2019.12,2019,12,합계,xDSL,594965
2019.12,2019,12,합계,LAN,9071902
2019.12,2019,12,합계,HFC,3172294
2019.12,2019,12,합계,FTTH,8922670
2019.12,2019,12,KT,xDSL,407474
2019.12,2019,12,KT,LAN,3314725
2019.12,2019,12,KT,HFC,0
2019.12,2019,12,KT,FTTH,5240191
2019.12,2019,12,SK브로드밴드,xDSL,68879
2019.12,2019,12,SK브로드밴드,LAN,1074447
2019.12,2019,12,SK브로드밴드,HFC,308557
2019.12,2019,12,SK브로드밴드,FTTH,989339
2019.12,2019,12,SKT(재판매),xDSL,101722
2019.12,2019,12,SKT(재판매),LAN,1555397
2019.12,2019,12,SKT(재판매),HFC,356747
2019.12,2019,12,SKT(재판매),FTTH,1013771
2019.12,2019,12,LG U+,xDSL,0
2019.12,2019,12,LG U+,LAN,2147439
2019.12,2019,12,LG U+,HFC,634889
2019.12,2019,12,LG U+,FTTH,1501586
2019.12,2019,12,종합유선,xDSL,16437
2019.12,2019,12,종합유선,LAN,969494
2019.12,2019,12,종합유선,HFC,1869442
2019.12,2019,12,종합유선,FTTH,174651
2019.12,2019,12,기타,xDSL,453
2019.12,2019,12,기타,LAN,10400
2019.12,2019,12,기타,HFC,2659
2019.12,2019,12,기타,FTTH,3132
2020.01,2020,1,합계,xDSL,580327
2020.01,2020,1,합계,LAN,9086638
2020.01,2020,1,합계,HFC,3147113
2020.01,2020,1,합계,FTTH,8950655
2020.01,2020,1,KT,xDSL,394875
2020.01,2020,1,KT,LAN,3309442
2020.01,2020,1,KT,HFC,0
2020.01,2020,1,KT,FTTH,5235493
2020.01,2020,1,SK브로드밴드,xDSL,68116
2020.01,2020,1,SK브로드밴드,LAN,1077633
2020.01,2020,1,SK브로드밴드,HFC,303070
2020.01,2020,1,SK브로드밴드,FTTH,994989
2020.01,2020,1,SKT(재판매),xDSL,100640
2020.01,2020,1,SKT(재판매),LAN,1562818
2020.01,2020,1,SKT(재판매),HFC,352568
2020.01,2020,1,SKT(재판매),FTTH,1022038
2020.01,2020,1,LG U+,xDSL,0
2020.01,2020,1,LG U+,LAN,2156088
2020.01,2020,1,LG U+,HFC,629057
2020.01,2020,1,LG U+,FTTH,1519298
2020.01,2020,1,종합유선,xDSL,16242
2020.01,2020,1,종합유선,LAN,970587
2020.01,2020,1,종합유선,HFC,1859846
2020.01,2020,1,종합유선,FTTH,175671
2020.01,2020,1,기타,xDSL,454
2020.01,2020,1,기타,LAN,10070
2020.01,2020,1,기타,HFC,2572
2020.01,2020,1,기타,FTTH,3166
2020.02,2020,2,합계,xDSL,571353
2020.02,2020,2,합계,LAN,9106419
2020.02,2020,2,합계,HFC,3120462
2020.02,2020,2,합계,FTTH,8989889
2020.02,2020,2,KT,xDSL,388363
2020.02,2020,2,KT,LAN,3309675
2020.02,2020,2,KT,HFC,0
2020.02,2020,2,KT,FTTH,5240833
2020.02,2020,2,SK브로드밴드,xDSL,67128
2020.02,2020,2,SK브로드밴드,LAN,1080087
2020.02,2020,2,SK브로드밴드,HFC,296904
2020.02,2020,2,SK브로드밴드,FTTH,1000886
2020.02,2020,2,SKT(재판매),xDSL,99363
2020.02,2020,2,SKT(재판매),LAN,1569798
2020.02,2020,2,SKT(재판매),HFC,347686
2020.02,2020,2,SKT(재판매),FTTH,1030665
2020.02,2020,2,LG U+,xDSL,0
2020.02,2020,2,LG U+,LAN,2164553
2020.02,2020,2,LG U+,HFC,622213
2020.02,2020,2,LG U+,FTTH,1536556
2020.02,2020,2,종합유선,xDSL,16050
2020.02,2020,2,종합유선,LAN,972740
2020.02,2020,2,종합유선,HFC,1851123
2020.02,2020,2,종합유선,FTTH,177798
2020.02,2020,2,기타,xDSL,449
2020.02,2020,2,기타,LAN,9566
2020.02,2020,2,기타,HFC,2536
2020.02,2020,2,기타,FTTH,3151
2020.03,2020,3,합계,xDSL,563294
2020.03,2020,3,합계,LAN,9155492
2020.03,2020,3,합계,HFC,3096047
2020.03,2020,3,합계,FTTH,9041724
2020.03,2020,3,KT,xDSL,382695
2020.03,2020,3,KT,LAN,3318664
2020.03,2020,3,KT,HFC,0
2020.03,2020,3,KT,FTTH,5261089
2020.03,2020,3,SK브로드밴드,xDSL,66263
2020.03,2020,3,SK브로드밴드,LAN,1090055
2020.03,2020,3,SK브로드밴드,HFC,291605
2020.03,2020,3,SK브로드밴드,FTTH,1004033
2020.03,2020,3,SKT(재판매),xDSL,98099
2020.03,2020,3,SKT(재판매),LAN,1584849
2020.03,2020,3,SKT(재판매),HFC,343729
2020.03,2020,3,SKT(재판매),FTTH,1033780
2020.03,2020,3,LG U+,xDSL,0
2020.03,2020,3,LG U+,LAN,2176442
2020.03,2020,3,LG U+,HFC,614791
2020.03,2020,3,LG U+,FTTH,1558663
2020.03,2020,3,종합유선,xDSL,15792
2020.03,2020,3,종합유선,LAN,975957
2020.03,2020,3,종합유선,HFC,1843462
2020.03,2020,3,종합유선,FTTH,181007
2020.03,2020,3,기타,xDSL,445
2020.03,2020,3,기타,LAN,9525
2020.03,2020,3,기타,HFC,2460
2020.03,2020,3,기타,FTTH,3152
2020.04,2020,4,합계,xDSL,555410
2020.04,2020,4,합계,LAN,9193782
2020.04,2020,4,합계,HFC,3071555
2020.04,2020,4,합계,FTTH,9091297
2020.04,2020,4,KT,xDSL,377404
2020.04,2020,4,KT,LAN,3324660
2020.04,2020,4,KT,HFC,0
2020.04,2020,4,KT,FTTH,5284760
2020.04,2020,4,SK브로드밴드,xDSL,65350
2020.04,2020,4,SK브로드밴드,LAN,1098809
2020.04,2020,4,SK브로드밴드,HFC,287404
2020.04,2020,4,SK브로드밴드,FTTH,1004367
2020.04,2020,4,SKT(재판매),xDSL,96796
2020.04,2020,4,SKT(재판매),LAN,1598101
2020.04,2020,4,SKT(재판매),HFC,340462
2020.04,2020,4,SKT(재판매),FTTH,1034853
2020.04,2020,4,LG U+,xDSL,0
2020.04,2020,4,LG U+,LAN,2187278
2020.04,2020,4,LG U+,HFC,608197
2020.04,2020,4,LG U+,FTTH,1579565
2020.04,2020,4,종합유선,xDSL,15428
2020.04,2020,4,종합유선,LAN,975447
2020.04,2020,4,종합유선,HFC,1833056
2020.04,2020,4,종합유선,FTTH,184591
2020.04,2020,4,기타,xDSL,432
2020.04,2020,4,기타,LAN,9487
2020.04,2020,4,기타,HFC,2436
2020.04,2020,4,기타,FTTH,3161
2020.05,2020,5,합계,xDSL,548457
2020.05,2020,5,합계,LAN,9223940
2020.05,2020,5,합계,HFC,3048024
2020.05,2020,5,합계,FTTH,9146283
2020.05,2020,5,KT,xDSL,372744
2020.05,2020,5,KT,LAN,3332186
2020.05,2020,5,KT,HFC,0
2020.05,2020,5,KT,FTTH,5309288
2020.05,2020,5,SK브로드밴드,xDSL,64559
2020.05,2020,5,SK브로드밴드,LAN,1313341
2020.05,2020,5,SK브로드밴드,HFC,910330
2020.05,2020,5,SK브로드밴드,FTTH,1025227
2020.05,2020,5,SKT(재판매),xDSL,95653
2020.05,2020,5,SKT(재판매),LAN,1605850
2020.05,2020,5,SKT(재판매),HFC,337735
2020.05,2020,5,SKT(재판매),FTTH,1041113
2020.05,2020,5,LG U+,xDSL,0
2020.05,2020,5,LG U+,LAN,2196707
2020.05,2020,5,LG U+,HFC,601521
2020.05,2020,5,LG U+,FTTH,1597197
2020.05,2020,5,종합유선,xDSL,15070
2020.05,2020,5,종합유선,LAN,766384
2020.05,2020,5,종합유선,HFC,1196008
2020.05,2020,5,종합유선,FTTH,170279
2020.05,2020,5,기타,xDSL,431
2020.05,2020,5,기타,LAN,9472
2020.05,2020,5,기타,HFC,2430
2020.05,2020,5,기타,FTTH,3179
2020.06,2020,6,합계,xDSL,542306
2020.06,2020,6,합계,LAN,9252738
2020.06,2020,6,합계,HFC,3021834
2020.06,2020,6,합계,FTTH,9203927
2020.06,2020,6,KT,xDSL,368767
2020.06,2020,6,KT,LAN,3338589
2020.06,2020,6,KT,HFC,0
2020.06,2020,6,KT,FTTH,5335779
2020.06,2020,6,SK브로드밴드,xDSL,63769
2020.06,2020,6,SK브로드밴드,LAN,1317458
2020.06,2020,6,SK브로드밴드,HFC,903299
2020.06,2020,6,SK브로드밴드,FTTH,1029543
2020.06,2020,6,SKT(재판매),xDSL,94550
2020.06,2020,6,SKT(재판매),LAN,1614662
2020.06,2020,6,SKT(재판매),HFC,334818
2020.06,2020,6,SKT(재판매),FTTH,1047224
2020.06,2020,6,LG U+,xDSL,0
2020.06,2020,6,LG U+,LAN,2203305
2020.06,2020,6,LG U+,HFC,593590
2020.06,2020,6,LG U+,FTTH,1615622
2020.06,2020,6,종합유선,xDSL,14791
2020.06,2020,6,종합유선,LAN,769296
2020.06,2020,6,종합유선,HFC,1187721
2020.06,2020,6,종합유선,FTTH,172577
2020.06,2020,6,기타,xDSL,429
2020.06,2020,6,기타,LAN,9428
2020.06,2020,6,기타,HFC,2406
2020.06,2020,6,기타,FTTH,3182
2020.07,2020,7,합계,xDSL,535752
2020.07,2020,7,합계,LAN,9276286
2020.07,2020,7,합계,HFC,2995897
2020.07,2020,7,합계,FTTH,9261244
2020.07,2020,7,KT,xDSL,364474
2020.07,2020,7,KT,LAN,3343744
2020.07,2020,7,KT,HFC,0
2020.07,2020,7,KT,FTTH,5360104
2020.07,2020,7,SK브로드밴드,xDSL,62963
2020.07,2020,7,SK브로드밴드,LAN,1320773
2020.07,2020,7,SK브로드밴드,HFC,895794
2020.07,2020,7,SK브로드밴드,FTTH,1034460
2020.07,2020,7,SKT(재판매),xDSL,93374
2020.07,2020,7,SKT(재판매),LAN,1622646
2020.07,2020,7,SKT(재판매),HFC,332894
2020.07,2020,7,SKT(재판매),FTTH,1053724
2020.07,2020,7,LG U+,xDSL,0
2020.07,2020,7,LG U+,LAN,2209793
2020.07,2020,7,LG U+,HFC,585106
2020.07,2020,7,LG U+,FTTH,1635022
2020.07,2020,7,종합유선,xDSL,14512
2020.07,2020,7,종합유선,LAN,769949
2020.07,2020,7,종합유선,HFC,1179731
2020.07,2020,7,종합유선,FTTH,174744
2020.07,2020,7,기타,xDSL,429
2020.07,2020,7,기타,LAN,9381
2020.07,2020,7,기타,HFC,2372
2020.07,2020,7,기타,FTTH,3190
2020.08,2020,8,합계,xDSL,530669
2020.08,2020,8,합계,LAN,9306854
2020.08,2020,8,합계,HFC,2972363
2020.08,2020,8,합계,FTTH,9319806
2020.08,2020,8,KT,xDSL,361245
2020.08,2020,8,KT,LAN,3352153
2020.08,2020,8,KT,HFC,0
2020.08,2020,8,KT,FTTH,5381575
2020.08,2020,8,SK브로드밴드,xDSL,62267
2020.08,2020,8,SK브로드밴드,LAN,1325429
2020.08,2020,8,SK브로드밴드,HFC,889280
2020.08,2020,8,SK브로드밴드,FTTH,1039585
2020.08,2020,8,SKT(재판매),xDSL,92454
2020.08,2020,8,SKT(재판매),LAN,1630312
2020.08,2020,8,SKT(재판매),HFC,331345
2020.08,2020,8,SKT(재판매),FTTH,1059514
2020.08,2020,8,LG U+,xDSL,0
2020.08,2020,8,LG U+,LAN,2218620
2020.08,2020,8,LG U+,HFC,579366
2020.08,2020,8,LG U+,FTTH,1653099
2020.08,2020,8,종합유선,xDSL,14276
2020.08,2020,8,종합유선,LAN,770954
2020.08,2020,8,종합유선,HFC,1170000
2020.08,2020,8,종합유선,FTTH,182865
2020.08,2020,8,기타,xDSL,427
2020.08,2020,8,기타,LAN,9386
2020.08,2020,8,기타,HFC,2372
2020.08,2020,8,기타,FTTH,3168
2020.09,2020,9,합계,xDSL,524842
2020.09,2020,9,합계,LAN,9340217
2020.09,2020,9,합계,HFC,2963034
2020.09,2020,9,합계,FTTH,9377011
2020.09,2020,9,KT,xDSL,357347
2020.09,2020,9,KT,LAN,3364035
2020.09,2020,9,KT,HFC,0
2020.09,2020,9,KT,FTTH,5408530
2020.09,2020,9,SK브로드밴드,xDSL,61671
2020.09,2020,9,SK브로드밴드,LAN,1331217
2020.09,2020,9,SK브로드밴드,HFC,882829
2020.09,2020,9,SK브로드밴드,FTTH,1046982
2020.09,2020,9,SKT(재판매),xDSL,91359
2020.09,2020,9,SKT(재판매),LAN,1637116
2020.09,2020,9,SKT(재판매),HFC,329185
2020.09,2020,9,SKT(재판매),FTTH,1064898
2020.09,2020,9,LG U+,xDSL,0
2020.09,2020,9,LG U+,LAN,2227962
2020.09,2020,9,LG U+,HFC,572976
2020.09,2020,9,LG U+,FTTH,1674689
2020.09,2020,9,종합유선,xDSL,14044
2020.09,2020,9,종합유선,LAN,770521
2020.09,2020,9,종합유선,HFC,1175719
2020.09,2020,9,종합유선,FTTH,178733
2020.09,2020,9,기타,xDSL,421
2020.09,2020,9,기타,LAN,9366
2020.09,2020,9,기타,HFC,2325
2020.09,2020,9,기타,FTTH,3179
2020.10,2020,10,합계,xDSL,519709
2020.10,2020,10,합계,LAN,9369130
2020.10,2020,10,합계,HFC,2940907
2020.10,2020,10,합계,FTTH,9435469
2020.10,2020,10,KT,xDSL,354044
2020.10,2020,10,KT,LAN,3374193
2020.10,2020,10,KT,HFC,0
2020.10,2020,10,KT,FTTH,5433814
2020.10,2020,10,SK브로드밴드,xDSL,61078
2020.10,2020,10,SK브로드밴드,LAN,1334549
2020.10,2020,10,SK브로드밴드,HFC,875927
2020.10,2020,10,SK브로드밴드,FTTH,1054126
2020.10,2020,10,SKT(재판매),xDSL,90362
2020.10,2020,10,SKT(재판매),LAN,1642963
2020.10,2020,10,SKT(재판매),HFC,327312
2020.10,2020,10,SKT(재판매),FTTH,1070124
2020.10,2020,10,LG U+,xDSL,0
2020.10,2020,10,LG U+,LAN,2234701
2020.10,2020,10,LG U+,HFC,565365
2020.10,2020,10,LG U+,FTTH,1693691
2020.10,2020,10,종합유선,xDSL,13806
2020.10,2020,10,종합유선,LAN,773386
2020.10,2020,10,종합유선,HFC,1170000
2020.10,2020,10,종합유선,FTTH,180542
2020.10,2020,10,기타,xDSL,419
2020.10,2020,10,기타,LAN,9338
2020.10,2020,10,기타,HFC,2303
2020.10,2020,10,기타,FTTH,3172
2020.11,2020,11,합계,xDSL,514155
2020.11,2020,11,합계,LAN,9394878
2020.11,2020,11,합계,HFC,2918283
2020.11,2020,11,합계,FTTH,9490105
2020.11,2020,11,KT,xDSL,350651
2020.11,2020,11,KT,LAN,3380045
2020.11,2020,11,KT,HFC,0
2020.11,2020,11,KT,FTTH,5455568
2020.11,2020,11,SK브로드밴드,xDSL,60472
2020.11,2020,11,SK브로드밴드,LAN,1338926
2020.11,2020,11,SK브로드밴드,HFC,869725
2020.11,2020,11,SK브로드밴드,FTTH,1060913
2020.11,2020,11,SKT(재판매),xDSL,89402
2020.11,2020,11,SKT(재판매),LAN,1649135
2020.11,2020,11,SKT(재판매),HFC,324532
2020.11,2020,11,SKT(재판매),FTTH,1075843
2020.11,2020,11,LG U+,xDSL,0
2020.11,2020,11,LG U+,LAN,2241435
2020.11,2020,11,LG U+,HFC,556805
2020.11,2020,11,LG U+,FTTH,1712462
2020.11,2020,11,종합유선,xDSL,13568
2020.11,2020,11,종합유선,LAN,776576
2020.11,2020,11,종합유선,HFC,1165556
2020.11,2020,11,종합유선,FTTH,182150
2020.11,2020,11,기타,xDSL,62
2020.11,2020,11,기타,LAN,8761
2020.11,2020,11,기타,HFC,1665
2020.11,2020,11,기타,FTTH,3169
2020.12,2020,12,합계,xDSL,508464
2020.12,2020,12,합계,LAN,9412750
2020.12,2020,12,합계,HFC,2895704
2020.12,2020,12,합계,FTTH,9510264
2020.12,2020,12,KT,xDSL,347236
2020.12,2020,12,KT,LAN,3382382
2020.12,2020,12,KT,HFC,0
2020.12,2020,12,KT,FTTH,5441780
2020.12,2020,12,SK브로드밴드,xDSL,59679
2020.12,2020,12,SK브로드밴드,LAN,1342090
2020.12,2020,12,SK브로드밴드,HFC,861856
2020.12,2020,12,SK브로드밴드,FTTH,1067761
2020.12,2020,12,SKT(재판매),xDSL,88089
2020.12,2020,12,SKT(재판매),LAN,1654020
2020.12,2020,12,SKT(재판매),HFC,321161
2020.12,2020,12,SKT(재판매),FTTH,1081274
2020.12,2020,12,LG U+,xDSL,0
2020.12,2020,12,LG U+,LAN,2247759
2020.12,2020,12,LG U+,HFC,549812
2020.12,2020,12,LG U+,FTTH,1731741
2020.12,2020,12,종합유선,xDSL,13398
2020.12,2020,12,종합유선,LAN,777713
2020.12,2020,12,종합유선,HFC,1161224
2020.12,2020,12,종합유선,FTTH,184529
2020.12,2020,12,기타,xDSL,62
2020.12,2020,12,기타,LAN,8786
2020.12,2020,12,기타,HFC,1651
2020.12,2020,12,기타,FTTH,3179
2021.01,2021,1,합계,xDSL,505486
2021.01,2021,1,합계,LAN,9447117
2021.01,2021,1,합계,HFC,2875111
2021.01,2021,1,합계,FTTH,9572866
2021.01,2021,1,KT,xDSL,344220
2021.01,2021,1,KT,LAN,3393454
2021.01,2021,1,KT,HFC,0
2021.01,2021,1,KT,FTTH,5470960
2021.01,2021,1,SK브로드밴드,xDSL,58958
2021.01,2021,1,SK브로드밴드,LAN,1344890
2021.01,2021,1,SK브로드밴드,HFC,854225
2021.01,2021,1,SK브로드밴드,FTTH,1073476
2021.01,2021,1,SKT(재판매),xDSL,87108
2021.01,2021,1,SKT(재판매),LAN,1660783
2021.01,2021,1,SKT(재판매),HFC,318677
2021.01,2021,1,SKT(재판매),FTTH,1088207
2021.01,2021,1,LG U+,xDSL,0
2021.01,2021,1,LG U+,LAN,2257369
2021.01,2021,1,LG U+,HFC,543852
2021.01,2021,1,LG U+,FTTH,1751158
2021.01,2021,1,종합유선,xDSL,15138
2021.01,2021,1,종합유선,LAN,781816
2021.01,2021,1,종합유선,HFC,1156722
2021.01,2021,1,종합유선,FTTH,185867
2021.01,2021,1,기타,xDSL,62
2021.01,2021,1,기타,LAN,8805
2021.01,2021,1,기타,HFC,1635
2021.01,2021,1,기타,FTTH,3198
2021.02,2021,2,합계,xDSL,498605
2021.02,2021,2,합계,LAN,9472016
2021.02,2021,2,합계,HFC,2857013
2021.02,2021,2,합계,FTTH,9633118
2021.02,2021,2,KT,xDSL,340952
2021.02,2021,2,KT,LAN,3402126
2021.02,2021,2,KT,HFC,0
2021.02,2021,2,KT,FTTH,5496294
2021.02,2021,2,SK브로드밴드,xDSL,58346
2021.02,2021,2,SK브로드밴드,LAN,1346745
2021.02,2021,2,SK브로드밴드,HFC,847302
2021.02,2021,2,SK브로드밴드,FTTH,1080167
2021.02,2021,2,SKT(재판매),xDSL,86197
2021.02,2021,2,SKT(재판매),LAN,1665722
2021.02,2021,2,SKT(재판매),HFC,315856
2021.02,2021,2,SKT(재판매),FTTH,1095496
2021.02,2021,2,LG U+,xDSL,0
2021.02,2021,2,LG U+,LAN,2265099
2021.02,2021,2,LG U+,HFC,536435
2021.02,2021,2,LG U+,FTTH,1770534
2021.02,2021,2,종합유선,xDSL,13049
2021.02,2021,2,종합유선,LAN,784423
2021.02,2021,2,종합유선,HFC,1155897
2021.02,2021,2,종합유선,FTTH,187628
2021.02,2021,2,기타,xDSL,61
2021.02,2021,2,기타,LAN,7901
2021.02,2021,2,기타,HFC,1523
2021.02,2021,2,기타,FTTH,2999
2021.03,2021,3,합계,xDSL,492954
2021.03,2021,3,합계,LAN,9501445
2021.03,2021,3,합계,HFC,2803549
2021.03,2021,3,합계,FTTH,9703380
2021.03,2021,3,KT,xDSL,337154
2021.03,2021,3,KT,LAN,3412410
2021.03,2021,3,KT,HFC,0
2021.03,2021,3,KT,FTTH,5526237
2021.03,2021,3,SK브로드밴드,xDSL,57690
2021.03,2021,3,SK브로드밴드,LAN,1350262
2021.03,2021,3,SK브로드밴드,HFC,839629
2021.03,2021,3,SK브로드밴드,FTTH,1087968
2021.03,2021,3,SKT(재판매),xDSL,85189
2021.03,2021,3,SKT(재판매),LAN,1671806
2021.03,2021,3,SKT(재판매),HFC,312687
2021.03,2021,3,SKT(재판매),FTTH,1102913
2021.03,2021,3,LG U+,xDSL,0
2021.03,2021,3,LG U+,LAN,2271557
2021.03,2021,3,LG U+,HFC,524975
2021.03,2021,3,LG U+,FTTH,1793600
2021.03,2021,3,종합유선,xDSL,12860
2021.03,2021,3,종합유선,LAN,787540
2021.03,2021,3,종합유선,HFC,1124738
2021.03,2021,3,종합유선,FTTH,189648
2021.03,2021,3,기타,xDSL,61
2021.03,2021,3,기타,LAN,7870
2021.03,2021,3,기타,HFC,1520
2021.03,2021,3,기타,FTTH,3014
2021.04,2021,4,합계,xDSL,487144
2021.04,2021,4,합계,LAN,9534163
2021.04,2021,4,합계,HFC,2776947
2021.04,2021,4,합계,FTTH,9764176
2021.04,2021,4,KT,xDSL,333262
2021.04,2021,4,KT,LAN,3421527
2021.04,2021,4,KT,HFC,0
2021.04,2021,4,KT,FTTH,5551764
2021.04,2021,4,SK브로드밴드,xDSL,57076
2021.04,2021,4,SK브로드밴드,LAN,1354611
2021.04,2021,4,SK브로드밴드,HFC,831265
2021.04,2021,4,SK브로드밴드,FTTH,1094246
2021.04,2021,4,SKT(재판매),xDSL,84022
2021.04,2021,4,SKT(재판매),LAN,1681021
2021.04,2021,4,SKT(재판매),HFC,308441
2021.04,2021,4,SKT(재판매),FTTH,1107439
2021.04,2021,4,LG U+,xDSL,0
2021.04,2021,4,LG U+,LAN,2277977
2021.04,2021,4,LG U+,HFC,513807
2021.04,2021,4,LG U+,FTTH,1816225
2021.04,2021,4,종합유선,xDSL,12723
2021.04,2021,4,종합유선,LAN,791153
2021.04,2021,4,종합유선,HFC,1121911
2021.04,2021,4,종합유선,FTTH,191473
2021.04,2021,4,기타,xDSL,61
2021.04,2021,4,기타,LAN,7874
2021.04,2021,4,기타,HFC,1523
2021.04,2021,4,기타,FTTH,3029
2021.05,2021,5,합계,xDSL,481967
2021.05,2021,5,합계,LAN,9565273
2021.05,2021,5,합계,HFC,2754892
2021.05,2021,5,합계,FTTH,9813626
2021.05,2021,5,KT,xDSL,329667
2021.05,2021,5,KT,LAN,3428218
2021.05,2021,5,KT,HFC,0
2021.05,2021,5,KT,FTTH,5574134
2021.05,2021,5,SK브로드밴드,xDSL,56581
2021.05,2021,5,SK브로드밴드,LAN,1361900
2021.05,2021,5,SK브로드밴드,HFC,823965
2021.05,2021,5,SK브로드밴드,FTTH,1099071
2021.05,2021,5,SKT(재판매),xDSL,83156
2021.05,2021,5,SKT(재판매),LAN,1691359
2021.05,2021,5,SKT(재판매),HFC,305257
2021.05,2021,5,SKT(재판매),FTTH,1109284
2021.05,2021,5,LG U+,xDSL,0
2021.05,2021,5,LG U+,LAN,2282668
2021.05,2021,5,LG U+,HFC,504443
2021.05,2021,5,LG U+,FTTH,1834520
2021.05,2021,5,종합유선,xDSL,12502
2021.05,2021,5,종합유선,LAN,793269
2021.05,2021,5,종합유선,HFC,1119692
2021.05,2021,5,종합유선,FTTH,193589
2021.05,2021,5,기타,xDSL,61
2021.05,2021,5,기타,LAN,7859
2021.05,2021,5,기타,HFC,1535
2021.05,2021,5,기타,FTTH,3028
2021.06,2021,6,합계,xDSL,477595
2021.06,2021,6,합계,LAN,9939996
2021.06,2021,6,합계,HFC,2729048
2021.06,2021,6,합계,FTTH,9523520
2021.06,2021,6,KT,xDSL,326186
2021.06,2021,6,KT,LAN,3434913
2021.06,2021,6,KT,HFC,0
2021.06,2021,6,KT,FTTH,5598105
2021.06,2021,6,SK브로드밴드,xDSL,56280
2021.06,2021,6,SK브로드밴드,LAN,1591184
2021.06,2021,6,SK브로드밴드,HFC,815360
2021.06,2021,6,SK브로드밴드,FTTH,879311
2021.06,2021,6,SKT(재판매),xDSL,82738
2021.06,2021,6,SKT(재판매),LAN,1823164
2021.06,2021,6,SKT(재판매),HFC,301939
2021.06,2021,6,SKT(재판매),FTTH,989100
2021.06,2021,6,LG U+,xDSL,0
2021.06,2021,6,LG U+,LAN,2287988
2021.06,2021,6,LG U+,HFC,490937
2021.06,2021,6,LG U+,FTTH,1858535
2021.06,2021,6,종합유선,xDSL,12330
2021.06,2021,6,종합유선,LAN,794880
2021.06,2021,6,종합유선,HFC,1119280
2021.06,2021,6,종합유선,FTTH,195435
2021.06,2021,6,기타,xDSL,61
2021.06,2021,6,기타,LAN,7867
2021.06,2021,6,기타,HFC,1532
2021.06,2021,6,기타,FTTH,3034
2021.07,2021,7,합계,xDSL,472888
2021.07,2021,7,합계,LAN,9963907
2021.07,2021,7,합계,HFC,2706967
2021.07,2021,7,합계,FTTH,9582766
2021.07,2021,7,KT,xDSL,323042
2021.07,2021,7,KT,LAN,3440297
2021.07,2021,7,KT,HFC,0
2021.07,2021,7,KT,FTTH,5620865
2021.07,2021,7,SK브로드밴드,xDSL,55738
2021.07,2021,7,SK브로드밴드,LAN,1595802
2021.07,2021,7,SK브로드밴드,HFC,809092
2021.07,2021,7,SK브로드밴드,FTTH,883351
2021.07,2021,7,SKT(재판매),xDSL,81838
